task_id,task_type,zone,created_at,sla_tier,sla_deadline,status,duration_mins,dwell_time_mins,completed_at,appointment_id,assigned_worker,priority_score
TSK-0006043,pick,D,2026-04-24 08:42,urgent,2026-04-24 12:42,pending,11,163,,APT-001730,WKR-007,
TSK-0006044,unload,D,2026-04-24 07:04,standard,2026-04-24 15:04,completed,13,14,2026-04-24 07:18,APT-001730,WKR-016,
TSK-0006045,putaway,D,2026-04-24 08:43,urgent,2026-04-24 12:43,completed,6,27,2026-04-24 09:10,APT-001730,WKR-044,
TSK-0006046,pick,D,2026-04-24 07:47,economy,2026-04-25 07:47,completed,8,21,2026-04-24 08:08,APT-001730,WKR-038,
TSK-0006047,pick,D,2026-04-24 14:11,standard,2026-04-24 22:11,completed,12,12,2026-04-24 14:23,APT-001731,WKR-058,
TSK-0006048,replenishment,B,2026-04-24 13:18,critical,2026-04-24 15:18,completed,13,17,2026-04-24 13:35,APT-001731,WKR-013,
TSK-0006049,putaway,B,2026-04-24 12:42,standard,2026-04-24 20:42,pending,13,71,,APT-001731,WKR-039,
TSK-0006050,pick,C,2026-04-24 13:57,standard,2026-04-24 21:57,completed,6,12,2026-04-24 14:09,APT-001732,WKR-052,
TSK-0006051,cycle-count,C,2026-04-24 14:08,economy,2026-04-25 14:08,completed,27,35,2026-04-24 14:43,APT-001732,WKR-031,
TSK-0006052,replenishment,A,2026-04-24 13:07,critical,2026-04-24 15:07,completed,14,17,2026-04-24 13:24,APT-001732,WKR-034,
TSK-0006053,unload,D,2026-04-24 13:36,standard,2026-04-24 21:36,pending,26,82,,APT-001732,WKR-037,
TSK-0006054,pick,C,2026-04-24 13:43,standard,2026-04-24 21:43,pending,9,17,,APT-001732,WKR-027,
TSK-0006055,unload,C,2026-04-24 11:41,urgent,2026-04-24 15:41,completed,18,18,2026-04-24 11:59,APT-001733,WKR-047,
TSK-0006056,replenishment,D,2026-04-24 10:37,standard,2026-04-24 18:37,pending,11,30,,APT-001733,WKR-025,
TSK-0006057,pick,D,2026-04-24 10:39,standard,2026-04-24 18:39,pending,10,118,,APT-001733,WKR-039,
TSK-0006058,unload,C,2026-04-24 11:34,economy,2026-04-25 11:34,pending,11,136,,APT-001733,WKR-037,
TSK-0006059,pick,C,2026-04-24 10:20,standard,2026-04-24 18:20,pending,9,25,,APT-001733,WKR-015,
TSK-0006060,putaway,B,2026-04-24 13:00,urgent,2026-04-24 17:00,completed,12,24,2026-04-24 13:24,APT-001734,WKR-010,
TSK-0006061,pick,A,2026-04-24 11:48,economy,2026-04-25 11:48,completed,9,13,2026-04-24 12:01,APT-001734,WKR-030,
TSK-0006062,pick,D,2026-04-24 12:37,economy,2026-04-25 12:37,completed,8,12,2026-04-24 12:49,APT-001734,WKR-045,
TSK-0006063,cycle-count,C,2026-04-24 12:10,economy,2026-04-25 12:10,exception,17,75,,APT-001734,WKR-037,
TSK-0006064,putaway,B,2026-04-24 13:32,standard,2026-04-24 21:32,completed,10,24,2026-04-24 13:56,APT-001734,WKR-002,
TSK-0006065,pick,B,2026-04-24 14:01,standard,2026-04-24 22:01,pending,11,66,,APT-001735,WKR-051,
TSK-0006066,pick,A,2026-04-24 14:35,standard,2026-04-24 22:35,completed,9,18,2026-04-24 14:53,APT-001735,WKR-002,
TSK-0006067,replenishment,C,2026-04-24 15:48,standard,2026-04-24 23:48,completed,18,34,2026-04-24 16:22,APT-001736,WKR-011,
TSK-0006068,putaway,B,2026-04-24 15:02,standard,2026-04-24 23:02,completed,12,15,2026-04-24 15:17,APT-001736,WKR-014,
TSK-0006069,pick,D,2026-04-24 14:15,standard,2026-04-24 22:15,pending,8,83,,APT-001736,WKR-049,
TSK-0006070,unload,B,2026-04-24 15:08,standard,2026-04-24 23:08,completed,39,61,2026-04-24 16:09,APT-001736,WKR-034,
TSK-0006071,cycle-count,D,2026-04-24 15:32,urgent,2026-04-24 19:32,completed,19,37,2026-04-24 16:09,APT-001736,WKR-033,
TSK-0006072,pick,C,2026-04-24 17:31,economy,2026-04-25 17:31,completed,10,22,2026-04-24 17:53,APT-001737,WKR-004,
TSK-0006073,QC,A,2026-04-24 17:20,standard,2026-04-25 01:20,completed,15,23,2026-04-24 17:43,APT-001737,WKR-012,
TSK-0006074,putaway,A,2026-04-24 14:30,standard,2026-04-24 22:30,completed,9,11,2026-04-24 14:41,APT-001738,WKR-038,
TSK-0006075,pick,A,2026-04-24 14:07,standard,2026-04-24 22:07,completed,15,25,2026-04-24 14:32,APT-001738,WKR-012,
TSK-0006076,putaway,A,2026-04-24 15:08,standard,2026-04-24 23:08,pending,11,34,,APT-001738,WKR-043,
TSK-0006077,QC,B,2026-04-24 15:04,urgent,2026-04-24 19:04,completed,7,17,2026-04-24 15:21,APT-001738,WKR-060,
TSK-0006078,unload,B,2026-04-24 10:38,standard,2026-04-24 18:38,pending,11,137,,APT-001739,WKR-036,
TSK-0006079,pick,A,2026-04-24 09:39,economy,2026-04-25 09:39,pending,16,64,,APT-001739,WKR-033,
TSK-0006080,unload,B,2026-04-24 09:39,urgent,2026-04-24 13:39,completed,27,29,2026-04-24 10:08,APT-001739,WKR-031,
TSK-0006081,unload,D,2026-04-24 16:51,standard,2026-04-25 00:51,pending,25,100,,APT-001740,WKR-042,
TSK-0006082,QC,B,2026-04-24 17:29,standard,2026-04-25 01:29,pending,26,48,,APT-001740,WKR-009,
TSK-0006083,QC,A,2026-04-24 15:45,standard,2026-04-24 23:45,completed,18,22,2026-04-24 16:07,APT-001740,WKR-053,
TSK-0006084,replenishment,D,2026-04-24 08:50,urgent,2026-04-24 12:50,pending,18,114,,APT-001741,WKR-036,
TSK-0006085,unload,B,2026-04-24 08:32,standard,2026-04-24 16:32,completed,13,24,2026-04-24 08:56,APT-001741,WKR-027,
TSK-0006086,replenishment,B,2026-04-24 08:28,urgent,2026-04-24 12:28,pending,17,173,,APT-001741,WKR-035,
TSK-0006087,putaway,B,2026-04-24 08:34,standard,2026-04-24 16:34,pending,8,36,,APT-001741,WKR-058,
TSK-0006088,replenishment,A,2026-04-24 13:11,standard,2026-04-24 21:11,completed,23,45,2026-04-24 13:56,APT-001742,WKR-019,
TSK-0006089,unload,A,2026-04-24 13:39,standard,2026-04-24 21:39,completed,23,43,2026-04-24 14:22,APT-001742,WKR-004,
TSK-0006090,pick,C,2026-04-24 12:46,critical,2026-04-24 14:46,pending,8,155,,APT-001742,WKR-013,
TSK-0006091,putaway,A,2026-04-24 08:59,critical,2026-04-24 10:59,pending,10,85,,APT-001743,WKR-006,
TSK-0006092,putaway,A,2026-04-24 07:35,standard,2026-04-24 15:35,completed,10,13,2026-04-24 07:48,APT-001743,WKR-056,
TSK-0006093,replenishment,A,2026-04-24 08:52,standard,2026-04-24 16:52,completed,36,41,2026-04-24 09:33,APT-001743,WKR-010,
TSK-0006094,pick,B,2026-04-24 07:22,economy,2026-04-25 07:22,pending,12,139,,APT-001743,WKR-005,
TSK-0006095,pick,A,2026-04-24 07:28,standard,2026-04-24 15:28,pending,12,171,,APT-001743,WKR-050,
TSK-0006096,unload,B,2026-04-24 22:00,standard,2026-04-25 06:00,completed,12,23,2026-04-24 22:23,APT-001744,WKR-033,
TSK-0006097,putaway,B,2026-04-24 21:14,urgent,2026-04-25 01:14,pending,12,159,,APT-001744,WKR-042,
TSK-0006098,putaway,B,2026-04-24 21:36,economy,2026-04-25 21:36,completed,12,21,2026-04-24 21:57,APT-001744,WKR-003,
TSK-0006099,pick,B,2026-04-24 14:00,urgent,2026-04-24 18:00,pending,11,95,,APT-001745,WKR-024,
TSK-0006100,unload,D,2026-04-24 14:09,urgent,2026-04-24 18:09,pending,12,40,,APT-001745,WKR-050,
TSK-0006101,pick,C,2026-04-24 13:47,standard,2026-04-24 21:47,completed,3,5,2026-04-24 13:52,APT-001745,WKR-057,
TSK-0006102,QC,C,2026-04-24 15:33,economy,2026-04-25 15:33,completed,17,37,2026-04-24 16:10,APT-001746,WKR-018,
TSK-0006103,putaway,A,2026-04-24 15:25,standard,2026-04-24 23:25,completed,10,19,2026-04-24 15:44,APT-001746,WKR-011,
TSK-0006104,pick,B,2026-04-24 12:53,standard,2026-04-24 20:53,completed,6,13,2026-04-24 13:06,APT-001747,WKR-059,
TSK-0006105,pick,A,2026-04-24 13:45,urgent,2026-04-24 17:45,pending,8,104,,APT-001747,WKR-024,
TSK-0006106,cycle-count,A,2026-04-24 12:10,standard,2026-04-24 20:10,pending,17,34,,APT-001747,WKR-004,
TSK-0006107,pick,C,2026-04-24 12:26,standard,2026-04-24 20:26,completed,3,18,2026-04-24 12:44,APT-001747,WKR-020,
TSK-0006108,QC,D,2026-04-25 21:32,standard,2026-04-26 05:32,pending,20,78,,APT-001748,WKR-044,
TSK-0006109,putaway,B,2026-04-25 23:21,standard,2026-04-26 07:21,completed,15,24,2026-04-25 23:45,APT-001748,WKR-007,
TSK-0006110,unload,A,2026-04-25 18:02,critical,2026-04-25 20:02,pending,31,37,,APT-001749,WKR-038,
TSK-0006111,replenishment,A,2026-04-25 18:24,economy,2026-04-26 18:24,completed,18,36,2026-04-25 19:00,APT-001749,WKR-024,
TSK-0006112,unload,A,2026-04-25 10:12,standard,2026-04-25 18:12,completed,24,46,2026-04-25 10:58,APT-001750,WKR-028,
TSK-0006113,QC,A,2026-04-25 10:20,standard,2026-04-25 18:20,completed,12,28,2026-04-25 10:48,APT-001750,WKR-058,
TSK-0006114,cycle-count,C,2026-04-25 09:04,economy,2026-04-26 09:04,pending,24,17,,APT-001751,WKR-056,
TSK-0006115,pick,D,2026-04-25 10:06,urgent,2026-04-25 14:06,completed,10,13,2026-04-25 10:19,APT-001751,WKR-059,
TSK-0006116,pick,B,2026-04-25 09:23,urgent,2026-04-25 13:23,pending,10,120,,APT-001751,WKR-033,
TSK-0006117,putaway,D,2026-04-25 09:29,urgent,2026-04-25 13:29,completed,16,33,2026-04-25 10:02,APT-001751,WKR-050,
TSK-0006118,replenishment,C,2026-04-25 14:56,standard,2026-04-25 22:56,pending,20,144,,APT-001752,WKR-032,
TSK-0006119,QC,B,2026-04-25 14:27,urgent,2026-04-25 18:27,completed,16,35,2026-04-25 15:02,APT-001752,WKR-057,
TSK-0006120,unload,B,2026-04-25 15:20,standard,2026-04-25 23:20,exception,30,314,,APT-001752,WKR-027,
TSK-0006121,pick,C,2026-04-25 10:05,standard,2026-04-25 18:05,completed,4,25,2026-04-25 10:30,APT-001753,WKR-056,
TSK-0006122,putaway,C,2026-04-25 10:54,urgent,2026-04-25 14:54,completed,10,18,2026-04-25 11:12,APT-001753,WKR-025,
TSK-0006123,pick,A,2026-04-25 12:17,standard,2026-04-25 20:17,exception,9,237,,APT-001754,WKR-012,
TSK-0006124,unload,A,2026-04-25 12:13,economy,2026-04-26 12:13,pending,26,166,,APT-001754,WKR-027,
TSK-0006125,putaway,B,2026-04-25 14:48,urgent,2026-04-25 18:48,completed,5,11,2026-04-25 14:59,APT-001755,WKR-056,
TSK-0006126,replenishment,D,2026-04-25 13:52,standard,2026-04-25 21:52,pending,30,163,,APT-001755,WKR-054,
TSK-0006127,cycle-count,C,2026-04-25 13:18,economy,2026-04-26 13:18,completed,8,26,2026-04-25 13:44,APT-001755,WKR-006,
TSK-0006128,unload,B,2026-04-25 11:55,economy,2026-04-26 11:55,pending,24,87,,APT-001756,WKR-036,
TSK-0006129,unload,B,2026-04-25 11:49,urgent,2026-04-25 15:49,completed,27,46,2026-04-25 12:35,APT-001756,WKR-030,
TSK-0006130,pick,B,2026-04-25 11:09,standard,2026-04-25 19:09,completed,7,12,2026-04-25 11:21,APT-001756,WKR-006,
TSK-0006131,putaway,B,2026-04-25 11:28,urgent,2026-04-25 15:28,pending,11,104,,APT-001756,WKR-050,
TSK-0006132,cycle-count,A,2026-04-25 11:59,urgent,2026-04-25 15:59,pending,37,174,,APT-001756,WKR-027,
TSK-0006133,cycle-count,A,2026-04-25 13:00,economy,2026-04-26 13:00,exception,18,169,,APT-001757,WKR-019,
TSK-0006134,QC,B,2026-04-25 14:07,standard,2026-04-25 22:07,pending,12,47,,APT-001757,WKR-038,
TSK-0006135,replenishment,C,2026-04-25 12:53,standard,2026-04-25 20:53,completed,18,32,2026-04-25 13:25,APT-001757,WKR-047,
TSK-0006136,pick,B,2026-04-25 21:58,standard,2026-04-26 05:58,completed,15,30,2026-04-25 22:28,APT-001758,WKR-059,
TSK-0006137,QC,A,2026-04-25 20:33,economy,2026-04-26 20:33,completed,14,15,2026-04-25 20:48,APT-001758,WKR-014,
TSK-0006138,putaway,D,2026-04-25 18:23,standard,2026-04-26 02:23,pending,14,46,,APT-001759,WKR-056,
TSK-0006139,QC,A,2026-04-25 18:55,critical,2026-04-25 20:55,completed,24,34,2026-04-25 19:29,APT-001759,WKR-031,
TSK-0006140,putaway,D,2026-04-25 18:44,critical,2026-04-25 20:44,completed,14,36,2026-04-25 19:20,APT-001759,WKR-001,
TSK-0006141,pick,B,2026-04-25 17:40,economy,2026-04-26 17:40,completed,12,31,2026-04-25 18:11,APT-001759,WKR-009,
TSK-0006142,pick,B,2026-04-25 17:04,urgent,2026-04-25 21:04,pending,10,87,,APT-001759,WKR-002,
TSK-0006143,cycle-count,D,2026-04-25 12:39,critical,2026-04-25 14:39,completed,28,46,2026-04-25 13:25,APT-001760,WKR-017,
TSK-0006144,replenishment,A,2026-04-25 12:12,economy,2026-04-26 12:12,completed,17,36,2026-04-25 12:48,APT-001760,WKR-007,
TSK-0006145,cycle-count,D,2026-04-25 12:57,urgent,2026-04-25 16:57,pending,24,16,,APT-001761,WKR-053,
TSK-0006146,unload,B,2026-04-25 13:57,urgent,2026-04-25 17:57,pending,26,109,,APT-001761,WKR-034,
TSK-0006147,pick,C,2026-04-25 14:14,urgent,2026-04-25 18:14,completed,10,10,2026-04-25 14:24,APT-001761,WKR-039,
TSK-0006148,unload,B,2026-04-25 12:53,urgent,2026-04-25 16:53,pending,33,92,,APT-001761,WKR-041,
TSK-0006149,cycle-count,A,2026-04-25 14:58,standard,2026-04-25 22:58,completed,15,16,2026-04-25 15:14,APT-001762,WKR-006,
TSK-0006150,unload,D,2026-04-25 14:31,standard,2026-04-25 22:31,pending,17,171,,APT-001762,WKR-036,
TSK-0006151,pick,C,2026-04-25 14:33,critical,2026-04-25 16:33,completed,13,27,2026-04-25 15:00,APT-001762,WKR-042,
TSK-0006152,pick,B,2026-04-25 17:17,economy,2026-04-26 17:17,completed,14,37,2026-04-25 17:54,APT-001763,WKR-014,
TSK-0006153,replenishment,C,2026-04-25 16:40,critical,2026-04-25 18:40,pending,10,66,,APT-001763,WKR-053,
TSK-0006154,pick,D,2026-04-26 16:32,standard,2026-04-27 00:32,exception,5,221,,APT-001764,WKR-004,
TSK-0006155,replenishment,C,2026-04-26 16:25,standard,2026-04-27 00:25,pending,11,24,,APT-001764,WKR-014,
TSK-0006156,putaway,A,2026-04-26 17:15,urgent,2026-04-26 21:15,completed,10,17,2026-04-26 17:32,APT-001764,WKR-011,
TSK-0006157,pick,A,2026-04-26 16:06,standard,2026-04-27 00:06,exception,9,310,,APT-001764,WKR-005,
TSK-0006158,replenishment,C,2026-04-26 17:38,urgent,2026-04-26 21:38,completed,20,37,2026-04-26 18:15,APT-001764,WKR-025,
TSK-0006159,pick,A,2026-04-26 10:24,urgent,2026-04-26 14:24,completed,8,19,2026-04-26 10:43,APT-001765,WKR-005,
TSK-0006160,pick,C,2026-04-26 09:43,standard,2026-04-26 17:43,completed,5,10,2026-04-26 09:53,APT-001765,WKR-004,
TSK-0006161,unload,C,2026-04-26 10:32,urgent,2026-04-26 14:32,pending,32,167,,APT-001765,WKR-012,
TSK-0006162,putaway,C,2026-04-26 11:53,economy,2026-04-27 11:53,pending,14,126,,APT-001766,WKR-035,
TSK-0006163,pick,D,2026-04-26 10:34,critical,2026-04-26 12:34,completed,7,8,2026-04-26 10:42,APT-001766,WKR-028,
TSK-0006164,unload,C,2026-04-26 11:52,economy,2026-04-27 11:52,pending,32,109,,APT-001766,WKR-012,
TSK-0006165,pick,B,2026-04-26 11:18,critical,2026-04-26 13:18,completed,5,13,2026-04-26 11:31,APT-001766,WKR-029,
TSK-0006166,putaway,C,2026-04-26 11:25,economy,2026-04-27 11:25,pending,15,12,,APT-001766,WKR-016,
TSK-0006167,QC,B,2026-04-26 12:15,urgent,2026-04-26 16:15,completed,13,30,2026-04-26 12:45,APT-001767,WKR-014,
TSK-0006168,pick,D,2026-04-26 11:42,urgent,2026-04-26 15:42,pending,4,173,,APT-001767,WKR-016,
TSK-0006169,putaway,A,2026-04-26 11:31,urgent,2026-04-26 15:31,completed,16,25,2026-04-26 11:56,APT-001767,WKR-051,
TSK-0006170,putaway,A,2026-04-26 12:09,urgent,2026-04-26 16:09,completed,18,38,2026-04-26 12:47,APT-001767,WKR-002,
TSK-0006171,pick,A,2026-04-26 10:47,urgent,2026-04-26 14:47,completed,13,25,2026-04-26 11:12,APT-001767,WKR-028,
TSK-0006172,replenishment,B,2026-04-26 14:34,standard,2026-04-26 22:34,completed,20,21,2026-04-26 14:55,APT-001768,WKR-035,
TSK-0006173,unload,B,2026-04-26 15:38,standard,2026-04-26 23:38,completed,26,47,2026-04-26 16:25,APT-001768,WKR-059,
TSK-0006174,pick,D,2026-04-26 14:42,standard,2026-04-26 22:42,completed,5,7,2026-04-26 14:49,APT-001768,WKR-035,
TSK-0006175,unload,B,2026-04-26 15:16,standard,2026-04-26 23:16,pending,23,148,,APT-001768,WKR-035,
TSK-0006176,unload,B,2026-04-26 14:36,standard,2026-04-26 22:36,completed,17,32,2026-04-26 15:08,APT-001768,WKR-049,
TSK-0006177,putaway,B,2026-04-26 12:08,urgent,2026-04-26 16:08,completed,13,20,2026-04-26 12:28,APT-001769,WKR-010,
TSK-0006178,putaway,B,2026-04-26 11:10,standard,2026-04-26 19:10,completed,17,39,2026-04-26 11:49,APT-001769,WKR-018,
TSK-0006179,replenishment,C,2026-04-26 10:39,urgent,2026-04-26 14:39,exception,16,207,,APT-001769,WKR-035,
TSK-0006180,QC,A,2026-04-26 10:53,critical,2026-04-26 12:53,pending,11,151,,APT-001769,WKR-017,
TSK-0006181,unload,B,2026-04-26 10:30,standard,2026-04-26 18:30,pending,25,125,,APT-001769,WKR-042,
TSK-0006182,replenishment,B,2026-04-26 11:50,standard,2026-04-26 19:50,completed,16,32,2026-04-26 12:22,APT-001770,WKR-017,
TSK-0006183,unload,A,2026-04-26 11:32,standard,2026-04-26 19:32,pending,19,155,,APT-001770,WKR-025,
TSK-0006184,putaway,A,2026-04-26 12:43,economy,2026-04-27 12:43,completed,17,26,2026-04-26 13:09,APT-001770,WKR-057,
TSK-0006185,replenishment,B,2026-04-26 10:52,economy,2026-04-27 10:52,completed,8,22,2026-04-26 11:14,APT-001770,WKR-052,
TSK-0006186,QC,B,2026-04-27 19:03,standard,2026-04-28 03:03,pending,9,79,,APT-001771,WKR-044,
TSK-0006187,pick,C,2026-04-27 19:20,economy,2026-04-28 19:20,pending,9,114,,APT-001771,WKR-047,
TSK-0006188,replenishment,C,2026-04-27 19:15,urgent,2026-04-27 23:15,completed,13,15,2026-04-27 19:30,APT-001771,WKR-058,
TSK-0006189,putaway,A,2026-04-27 18:42,standard,2026-04-28 02:42,completed,16,21,2026-04-27 19:03,APT-001771,WKR-037,
TSK-0006190,cycle-count,C,2026-04-27 18:49,standard,2026-04-28 02:49,completed,13,14,2026-04-27 19:03,APT-001771,WKR-052,
TSK-0006191,putaway,B,2026-04-27 08:12,urgent,2026-04-27 12:12,completed,15,40,2026-04-27 08:52,APT-001772,WKR-004,
TSK-0006192,QC,A,2026-04-27 07:48,urgent,2026-04-27 11:48,completed,19,39,2026-04-27 08:27,APT-001772,WKR-014,
TSK-0006193,pick,D,2026-04-27 14:37,critical,2026-04-27 16:37,completed,9,27,2026-04-27 15:04,APT-001773,WKR-056,
TSK-0006194,unload,D,2026-04-27 13:29,standard,2026-04-27 21:29,pending,17,43,,APT-001773,WKR-035,
TSK-0006195,QC,C,2026-04-27 14:07,economy,2026-04-28 14:07,pending,12,18,,APT-001773,WKR-001,
TSK-0006196,putaway,D,2026-04-27 14:05,economy,2026-04-28 14:05,completed,9,11,2026-04-27 14:16,APT-001773,WKR-046,
TSK-0006197,replenishment,A,2026-04-27 14:53,standard,2026-04-27 22:53,pending,14,62,,APT-001773,WKR-056,
TSK-0006198,unload,D,2026-04-27 08:26,standard,2026-04-27 16:26,pending,43,109,,APT-001774,WKR-037,
TSK-0006199,pick,D,2026-04-27 09:05,urgent,2026-04-27 13:05,completed,9,26,2026-04-27 09:31,APT-001774,WKR-036,
TSK-0006200,putaway,A,2026-04-27 11:38,standard,2026-04-27 19:38,completed,14,22,2026-04-27 12:00,APT-001775,WKR-058,
TSK-0006201,unload,A,2026-04-27 12:58,economy,2026-04-28 12:58,completed,17,23,2026-04-27 13:21,APT-001775,WKR-011,
TSK-0006202,putaway,A,2026-04-27 12:50,economy,2026-04-28 12:50,completed,4,22,2026-04-27 13:12,APT-001775,WKR-057,
TSK-0006203,replenishment,B,2026-04-27 13:19,critical,2026-04-27 15:19,pending,19,40,,APT-001775,WKR-043,
TSK-0006204,replenishment,B,2026-04-27 10:07,economy,2026-04-28 10:07,completed,7,22,2026-04-27 10:29,APT-001776,WKR-056,
TSK-0006205,putaway,B,2026-04-27 09:36,urgent,2026-04-27 13:36,completed,13,26,2026-04-27 10:02,APT-001776,WKR-015,
TSK-0006206,putaway,B,2026-04-27 10:29,urgent,2026-04-27 14:29,completed,8,16,2026-04-27 10:45,APT-001776,WKR-028,
TSK-0006207,replenishment,A,2026-04-27 09:45,economy,2026-04-28 09:45,completed,18,42,2026-04-27 10:27,APT-001776,WKR-058,
TSK-0006208,QC,C,2026-04-27 11:16,critical,2026-04-27 13:16,completed,20,27,2026-04-27 11:43,APT-001777,WKR-038,
TSK-0006209,unload,B,2026-04-27 10:45,urgent,2026-04-27 14:45,pending,20,63,,APT-001777,WKR-027,
TSK-0006210,pick,A,2026-04-27 10:32,economy,2026-04-28 10:32,completed,10,12,2026-04-27 10:44,APT-001777,WKR-041,
TSK-0006211,putaway,B,2026-04-27 10:02,standard,2026-04-27 18:02,completed,8,11,2026-04-27 10:13,APT-001777,WKR-009,
TSK-0006212,replenishment,B,2026-04-27 10:33,urgent,2026-04-27 14:33,exception,13,86,,APT-001777,WKR-005,
TSK-0006213,unload,B,2026-04-27 19:56,urgent,2026-04-27 23:56,completed,31,47,2026-04-27 20:43,APT-001778,WKR-026,
TSK-0006214,replenishment,C,2026-04-27 21:35,standard,2026-04-28 05:35,completed,16,37,2026-04-27 22:12,APT-001778,WKR-057,
TSK-0006215,replenishment,D,2026-04-27 21:16,standard,2026-04-28 05:16,completed,10,24,2026-04-27 21:40,APT-001778,WKR-008,
TSK-0006216,unload,B,2026-04-27 21:24,economy,2026-04-28 21:24,completed,36,48,2026-04-27 22:12,APT-001778,WKR-041,
TSK-0006217,putaway,A,2026-04-27 17:44,economy,2026-04-28 17:44,pending,14,19,,APT-001779,WKR-053,
TSK-0006218,unload,A,2026-04-27 16:38,economy,2026-04-28 16:38,pending,31,107,,APT-001779,WKR-046,
TSK-0006219,unload,A,2026-04-27 17:47,standard,2026-04-28 01:47,pending,27,135,,APT-001779,WKR-051,
TSK-0006220,unload,A,2026-04-27 16:34,economy,2026-04-28 16:34,pending,26,129,,APT-001779,WKR-015,
TSK-0006221,putaway,D,2026-04-27 10:56,economy,2026-04-28 10:56,completed,12,34,2026-04-27 11:30,APT-001780,WKR-039,
TSK-0006222,putaway,D,2026-04-27 10:15,critical,2026-04-27 12:15,pending,6,91,,APT-001780,WKR-060,
TSK-0006223,QC,B,2026-04-27 09:38,urgent,2026-04-27 13:38,completed,17,27,2026-04-27 10:05,APT-001780,WKR-009,
TSK-0006224,putaway,D,2026-04-27 09:23,urgent,2026-04-27 13:23,pending,13,33,,APT-001780,WKR-045,
TSK-0006225,putaway,D,2026-04-27 09:45,standard,2026-04-27 17:45,pending,19,96,,APT-001780,WKR-032,
TSK-0006226,unload,D,2026-04-27 07:13,urgent,2026-04-27 11:13,completed,22,46,2026-04-27 07:59,APT-001781,WKR-023,
TSK-0006227,pick,A,2026-04-27 07:24,economy,2026-04-28 07:24,pending,8,105,,APT-001781,WKR-003,
TSK-0006228,unload,D,2026-04-27 07:41,economy,2026-04-28 07:41,completed,29,47,2026-04-27 08:28,APT-001781,WKR-025,
TSK-0006229,QC,B,2026-04-27 18:57,standard,2026-04-28 02:57,completed,6,7,2026-04-27 19:04,APT-001782,WKR-035,
TSK-0006230,cycle-count,D,2026-04-27 18:43,standard,2026-04-28 02:43,completed,11,31,2026-04-27 19:14,APT-001782,WKR-016,
TSK-0006231,replenishment,C,2026-04-27 18:29,urgent,2026-04-27 22:29,pending,15,17,,APT-001782,WKR-024,
TSK-0006232,pick,D,2026-04-27 18:44,standard,2026-04-28 02:44,completed,8,32,2026-04-27 19:16,APT-001782,WKR-032,
TSK-0006233,unload,B,2026-04-27 19:31,standard,2026-04-28 03:31,completed,38,59,2026-04-27 20:30,APT-001782,WKR-004,
TSK-0006234,cycle-count,A,2026-04-27 14:36,urgent,2026-04-27 18:36,completed,15,33,2026-04-27 15:09,APT-001783,WKR-054,
TSK-0006235,unload,A,2026-04-27 14:32,standard,2026-04-27 22:32,completed,31,45,2026-04-27 15:17,APT-001783,WKR-007,
TSK-0006236,replenishment,A,2026-04-27 15:02,economy,2026-04-28 15:02,pending,25,176,,APT-001783,WKR-021,
TSK-0006237,cycle-count,D,2026-04-27 14:07,critical,2026-04-27 16:07,completed,14,39,2026-04-27 14:46,APT-001783,WKR-025,
TSK-0006238,putaway,D,2026-04-27 13:02,standard,2026-04-27 21:02,completed,13,31,2026-04-27 13:33,APT-001784,WKR-042,
TSK-0006239,putaway,D,2026-04-27 13:57,economy,2026-04-28 13:57,pending,12,130,,APT-001784,WKR-059,
TSK-0006240,putaway,D,2026-04-27 12:30,standard,2026-04-27 20:30,pending,9,171,,APT-001784,WKR-012,
TSK-0006241,putaway,D,2026-04-27 13:57,urgent,2026-04-27 17:57,completed,17,35,2026-04-27 14:32,APT-001784,WKR-008,
TSK-0006242,replenishment,B,2026-04-27 11:08,urgent,2026-04-27 15:08,completed,19,19,2026-04-27 11:27,APT-001785,WKR-055,
TSK-0006243,putaway,C,2026-04-27 11:11,critical,2026-04-27 13:11,completed,12,35,2026-04-27 11:46,APT-001785,WKR-042,
TSK-0006244,pick,A,2026-04-27 10:47,urgent,2026-04-27 14:47,pending,4,151,,APT-001785,WKR-016,
TSK-0006245,unload,C,2026-04-27 11:28,urgent,2026-04-27 15:28,completed,31,55,2026-04-27 12:23,APT-001785,WKR-028,
TSK-0006246,putaway,C,2026-04-27 11:26,economy,2026-04-28 11:26,pending,6,44,,APT-001785,WKR-024,
TSK-0006247,unload,A,2026-04-27 12:19,urgent,2026-04-27 16:19,completed,29,54,2026-04-27 13:13,APT-001786,WKR-021,
TSK-0006248,unload,A,2026-04-27 12:31,standard,2026-04-27 20:31,pending,38,177,,APT-001786,WKR-047,
TSK-0006249,pick,D,2026-04-27 12:53,standard,2026-04-27 20:53,pending,4,128,,APT-001786,WKR-012,
TSK-0006250,replenishment,C,2026-04-27 13:02,critical,2026-04-27 15:02,pending,8,117,,APT-001786,WKR-025,
TSK-0006251,unload,A,2026-04-27 12:41,urgent,2026-04-27 16:41,completed,33,54,2026-04-27 13:35,APT-001786,WKR-014,
TSK-0006252,putaway,B,2026-04-27 18:33,urgent,2026-04-27 22:33,completed,16,29,2026-04-27 19:02,APT-001787,WKR-055,
TSK-0006253,pick,D,2026-04-27 18:22,standard,2026-04-28 02:22,completed,8,8,2026-04-27 18:30,APT-001787,WKR-004,
